Date,Racecourse,Time of Day,Surface,Race Type,Country
2025-06-17,Southwell (Evening) () (Flat),Evening,,Flat,UK
2025-06-17,Stratford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-17,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-18,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-18,Hamilton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-18,Lingfield (Evening) () (Flat),Evening,,Flat,UK
2025-06-18,Ripon (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-18,Worcester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-19,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-19,Chelmsford City (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-06-19,Lingfield (Evening) () (Flat),Evening,,Flat,UK
2025-06-19,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-19,Wetherby (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-20,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-20,Goodwood (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-20,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-20,Newmarket (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-20,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-21,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-21,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-21,Bangor-on-Dee (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-21,Haydock (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-21,Lingfield (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-21,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-21,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-22,Ffos Las (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-22,Hexham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-22,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-23,Chepstow (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-23,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-23,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-06-24,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-24,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-24,Newbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-24,Newton Abbot (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-06-25,Bath (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-25,Carlisle (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-25,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-06-25,Salisbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-25,Worcester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-26,Hamilton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-26,Leicester (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-26,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-06-26,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-26,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-27,Cartmel (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-27,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-27,Newcastle (Evening) () (Flat),Evening,,Flat,UK
2025-06-27,Newmarket (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-27,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-28,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-28,Doncaster (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-28,Lingfield (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-28,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-06-28,Windsor (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-28,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-29,Cartmel (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-29,Ffos Las (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-29,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-30,Ffos Las (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-30,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-30,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-30,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-07-01,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-01,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-01,Stratford (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-07-02,Bath (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-02,Epsom Downs (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-02,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-02,Worcester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-03,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-03,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-07-03,Newbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-03,Perth (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-03,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-04,Bangor-on-Dee (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-07-04,Beverley (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-04,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-04,Haydock (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-04,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-04,Sandown (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-05,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-05,Carlisle (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-05,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-05,Leicester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-05,Nottingham (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-05,Sandown (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-06,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-06,Chelmsford City (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-07-06,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-07,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-07,Ripon (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-07,Worcester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-08,Brighton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-08,Lingfield (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-08,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-08,Uttoxeter (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-07-09,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-09,Ffos Las (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-09,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-07-09,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-10,Carlisle (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-10,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-10,Epsom Downs (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-10,Newbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-10,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-11,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-11,Chepstow (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-11,Chester (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-11,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-11,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-12,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-12,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-12,Hamilton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-12,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-12,Salisbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-12,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-13,Perth (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-13,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-07-13,Stratford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-14,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-14,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-14,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-15,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-15,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-15,Thirsk (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-16,Bath (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-16,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-16,Ffos Las (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-16,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-16,Yarmouth (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-17,Chepstow (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-17,Epsom Downs (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-17,Hamilton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-17,Leicester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-17,Worcester (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-07-18,Hamilton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-18,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-18,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-18,Newmarket (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-18,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-18,Pontefract (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-19,Cartmel (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-19,Doncaster (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-19,Haydock (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-19,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-19,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-19,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-19,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-20,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-20,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-20,Stratford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-21,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-21,Beverley (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-21,Cartmel (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-21,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-22,Lingfield (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-22,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-22,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-07-23,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-23,Doncaster (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-23,Leicester (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-23,Salisbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-24,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-24,Newbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-24,Sandown (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-24,Worcester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-24,Yarmouth (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-25,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-25,Chepstow (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-25,Sandown (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-25,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-25,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-25,York (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-26,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-26,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-26,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-07-26,Salisbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-26,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-26,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-27,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-27,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-07-28,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-28,Southwell (Evening) () (Flat),Evening,,Flat,UK
2025-07-28,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-28,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-29,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-29,Ffos Las (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-29,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-29,Ripon (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-30,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-30,Leicester (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-30,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-30,Sandown (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-31,Epsom Downs (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-07-31,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-31,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-07-31,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-08-01,Bath (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-01,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-01,Musselburgh (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-01,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-01,Newmarket (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-01,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-02,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-02,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-02,Hamilton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-02,Lingfield (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-02,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-02,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-03,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-03,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-04,Carlisle (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-04,Lingfield (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-04,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-04,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-05,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-05,Ffos Las (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-05,Newbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-06,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-06,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-08-06,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-06,Yarmouth (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-07,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-07,Chelmsford City (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-07,Chepstow (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-07,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-07,Sandown (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-08,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-08,Haydock (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-08,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-08,Newmarket (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-08,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-09,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-09,Ayr (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-09,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-09,Lingfield (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-09,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-09,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-10,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-10,Leicester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-10,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-11,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-11,Kempton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-11,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-12,Carlisle (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-12,Hamilton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-12,Lingfield (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-13,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-13,Ffos Las (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-13,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-08-13,Salisbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-14,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-14,Chelmsford City (Evening) () (Flat),Evening,,Flat,UK
2025-08-14,Chepstow (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-14,Salisbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-14,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-15,Epsom Downs (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-15,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-15,Newmarket (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-15,Thirsk (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-15,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-16,Bath (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-16,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-16,Market Rasen (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-08-16,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-16,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-16,Perth (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-08-16,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-17,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-17,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-18,Ayr (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-18,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-18,Stratford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-08-18,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-19,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-19,Chepstow (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-19,Kempton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-19,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-08-20,Carlisle (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-20,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-08-20,Worcester (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-08-20,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-21,Chelmsford City (Evening) () (Flat),Evening,,Flat,UK
2025-08-21,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-21,Newcastle (Evening) () (Flat),Evening,,Flat,UK
2025-08-21,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-08-21,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-22,Ffos Las (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-22,Goodwood (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-22,Hamilton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-22,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-22,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-23,Cartmel (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-08-23,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-23,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-23,Redcar (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-23,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-23,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-24,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-24,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-24,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-25,Cartmel (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-08-25,Chepstow (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-25,Epsom Downs (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-25,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-25,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-26,Lingfield (Evening) () (Flat),Evening,,Flat,UK
2025-08-26,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-26,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-27,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-27,Hexham (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-08-27,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-08-27,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-28,Chelmsford City (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-08-28,Ffos Las (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-28,Newbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-08-28,Southwell (Evening) () (Flat),Evening,,Flat,UK
2025-08-29,Ffos Las (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-08-29,Fontwell (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
