Date,Racecourse,Time of Day,Surface,Race Type,Country
2025-01-01,Catterick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-01,Cheltenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-01,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-01,Fakenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-01,Musselburgh (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-01,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-01,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-02,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-02,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-02,Newcastle () () (),,,,UK
2025-01-03,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-03,Musselburgh (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-03,Southwell () () (),,,,UK
2025-01-04,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-04,Sandown (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-04,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-04,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-04,Wolverhampton () () (),,,,UK
2025-01-05,Chepstow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-05,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-06,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-06,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-06,Wolverhampton () () (),,,,UK
2025-01-07,Hereford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-07,Leicester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-07,Wolverhampton () () (),,,,UK
2025-01-08,Kempton () () (),,,,UK
2025-01-08,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-08,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-09,Catterick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-09,Chelmsford City () () (),,,,UK
2025-01-09,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-09,Newbury (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-10,Doncaster (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-10,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-10,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-10,Newcastle () () (),,,,UK
2025-01-11,Kempton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-11,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-11,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-11,Wetherby (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-11,Wolverhampton () () (),,,,UK
2025-01-12,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-12,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-13,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-13,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-13,Wolverhampton () () (),,,,UK
2025-01-14,Newcastle () () (),,,,UK
2025-01-14,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-14,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-15,Kempton () () (),,,,UK
2025-01-15,Newbury (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-15,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-16,Chelmsford City () () (),,,,UK
2025-01-16,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-16,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-16,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-17,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-17,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-17,Southwell () () (),,,,UK
2025-01-17,Windsor (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-18,Ascot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-18,Haydock (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-18,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-18,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-18,Wolverhampton () () (),,,,UK
2025-01-19,Fakenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-19,Windsor (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-20,Kempton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-20,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-20,Wolverhampton () () (),,,,UK
2025-01-21,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-21,Leicester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-21,Newcastle () () (),,,,UK
2025-01-22,Catterick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-22,Kempton () () (),,,,UK
2025-01-22,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-23,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-23,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-23,Southwell () () (),,,,UK
2025-01-23,Wetherby (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-24,Doncaster (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-24,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-24,Sandown (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-24,Southwell () () (),,,,UK
2025-01-25,Cheltenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-25,Doncaster (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-25,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-25,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-25,Wolverhampton () () (),,,,UK
2025-01-26,Fontwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-26,Sedgefield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-27,Hereford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-27,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-27,Wolverhampton () () (),,,,UK
2025-01-28,Chepstow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-28,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-28,Wolverhampton () () (),,,,UK
2025-01-29,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-29,Kempton () () (),,,,UK
2025-01-29,Leicester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-30,Chelmsford City () () (),,,,UK
2025-01-30,Ffos Las (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-30,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-30,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-31,Catterick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-31,Lingfield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-01-31,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-01-31,Southwell () () (),,,,UK
2025-02-01,Musselburgh (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-01,Newcastle () () (),,,,UK
2025-02-01,Sandown (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-01,Wetherby (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-01,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-02,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-02,Musselburgh (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-03,Carlisle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-03,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-03,Wolverhampton () () (),,,,UK
2025-02-04,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-04,Newcastle () () (),,,,UK
2025-02-04,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-05,Kempton () () (),,,,UK
2025-02-05,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-05,Sedgefield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-06,Doncaster (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-06,Ffos Las (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-06,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-06,Southwell () () (),,,,UK
2025-02-07,Bangor-on-Dee (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-07,Kempton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-07,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-07,Southwell () () (),,,,UK
2025-02-08,Newbury (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-08,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-08,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-08,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-08,Wolverhampton () () (),,,,UK
2025-02-09,Chepstow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-09,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-10,Catterick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-10,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-10,Wolverhampton () () (),,,,UK
2025-02-11,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-11,Lingfield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-11,Wolverhampton () () (),,,,UK
2025-02-12,Hereford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-12,Kempton () () (),,,,UK
2025-02-12,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-12,Wetherby (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-13,Chelmsford City () () (),,,,UK
2025-02-13,Leicester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-13,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-13,Sandown (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-14,Fakenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-14,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-14,Newcastle () () (),,,,UK
2025-02-14,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-15,Ascot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-15,Haydock (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-15,Newcastle () () (),,,,UK
2025-02-15,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-15,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-16,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-16,Musselburgh (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-17,Carlisle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-17,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-17,Wolverhampton () () (),,,,UK
2025-02-18,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-18,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-18,Wolverhampton () () (),,,,UK
2025-02-19,Kempton () () (),,,,UK
2025-02-19,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-19,Sedgefield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-20,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-20,Lingfield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-20,Newcastle () () (),,,,UK
2025-02-21,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-21,Southwell () () (),,,,UK
2025-02-21,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-22,Chelmsford City () () (),,,,UK
2025-02-22,Chepstow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-22,Kempton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-22,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-22,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-23,Fontwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-23,Hereford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-24,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-24,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-24,Wolverhampton () () (),,,,UK
2025-02-25,Catterick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-25,Leicester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-25,Wolverhampton () () (),,,,UK
2025-02-26,Bangor-on-Dee (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-26,Kempton () () (),,,,UK
2025-02-26,Wetherby (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-26,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-27,Chelmsford City () () (),,,,UK
2025-02-27,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-27,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-27,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-28,Ffos Las (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-28,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-02-28,Newbury (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-02-28,Southwell () () (),,,,UK
2025-03-01,Doncaster (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-01,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-01,Newbury (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-01,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-01,Southwell () () (),,,,UK
2025-03-02,Doncaster (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-02,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-03,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-03,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-03,Wolverhampton () () (),,,,UK
2025-03-04,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-04,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-04,Southwell () () (),,,,UK
2025-03-05,Catterick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-05,Kempton () () (),,,,UK
2025-03-05,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-06,Fontwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-06,Newcastle () () (),,,,UK
2025-03-06,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-07,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-07,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-07,Leicester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-07,Newcastle () () (),,,,UK
2025-03-08,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-08,Chelmsford City () () (),,,,UK
2025-03-08,Hereford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-08,Sandown (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-08,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-09,Carlisle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-09,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-10,Newcastle () () (),,,,UK
2025-03-10,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-10,Stratford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-10,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-11,Cheltenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-11,Sedgefield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-11,Southwell () () (),,,,UK
2025-03-11,Wolverhampton () () (),,,,UK
2025-03-12,Cheltenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-12,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-12,Newcastle () () (),,,,UK
2025-03-12,Wolverhampton () () (),,,,UK
2025-03-13,Chelmsford City () () (),,,,UK
2025-03-13,Cheltenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-13,Hexham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-13,Newcastle () () (),,,,UK
2025-03-14,Cheltenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-14,Doncaster (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-14,Fakenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-14,Southwell () () (),,,,UK
2025-03-14,Wolverhampton () () (),,,,UK
2025-03-15,Kempton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-15,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-15,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-15,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-15,Wolverhampton () () (),,,,UK
2025-03-16,Chepstow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-16,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-17,Fontwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-17,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-17,Wolverhampton () () (),,,,UK
2025-03-18,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-18,Wetherby (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-18,Wolverhampton () () (),,,,UK
2025-03-19,Haydock (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-19,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-19,Southwell () () (),,,,UK
2025-03-20,Chepstow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-20,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-20,Newcastle () () (),,,,UK
2025-03-20,Sedgefield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-21,Ffos Las (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-21,Musselburgh (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-21,Newbury (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-21,Southwell () () (),,,,UK
2025-03-22,Bangor-on-Dee (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-22,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-22,Newbury (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-22,Newcastle () () (),,,,UK
2025-03-22,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-23,Carlisle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-23,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-24,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-24,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-24,Wolverhampton () () (),,,,UK
2025-03-25,Hexham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-25,Newcastle () () (),,,,UK
2025-03-25,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-26,Hereford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-26,Kempton () () (),,,,UK
2025-03-26,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-27,Chelmsford City () () (),,,,UK
2025-03-27,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-27,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-27,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-28,Fontwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-28,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-28,Southwell () () (),,,,UK
2025-03-28,Wetherby (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-29,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-03-29,Kempton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-03-29,Newcastle () () (),,,,UK
2025-03-29,Stratford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-29,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-30,Ascot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-30,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-03-31,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-31,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-03-31,Wolverhampton () () (),,,,UK
2025-04-01,Fakenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-01,Kempton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-01,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-01,Wolverhampton () () (),,,,UK
2025-04-02,Exeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-02,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-02,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-02,Southwell () () (),,,,UK
2025-04-03,Aintree (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-03,Chelmsford City () () (),,,,UK
2025-04-03,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-03,Sedgefield (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-04,Aintree (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-04,Bath (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-04,Leicester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-04,Southwell () () (),,,,UK
2025-04-05,Aintree (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-05,Chepstow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-05,Newcastle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-05,Wolverhampton () () (),,,,UK
2025-04-05,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-06,Ffos Las (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-06,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-06,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-07,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-07,Kempton () () (),,,,UK
2025-04-07,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-07,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-08,Carlisle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-08,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-08,Southwell () () (),,,,UK
2025-04-09,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-09,Kempton () () (),,,,UK
